t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id	target_id	target_dist	vis_gate	nav_region	mag	reserve	self_threat	sidearm_mag	sidearm_reserve
2923763	bot-1596	alpha	F00r-4410	state	71.08	-20.36	273	0.01	0.05		0		squad-162	2	bot-1592	bot-1593	38.98	y	0	24	120	0	7	35
2923786	bot-1593	bravo	E34r-0129	score+health	31.99	-18.78	92	3.02	0.72	1.57	1	flee	squad-161	1	bot-1585	bot-1596	39.09	y	0	0	3	0	30	120
2923847	bot-1586	bravo	M34m-33D0	score	29.54	-11.14	162	1.95	1.28	7.85	2	medic	squad-161	3	bot-1585	bot-1598	50.40	r	0	13	101	0	7	35
2923847	bot-1594	alpha	S00r-R410	tick	85.80	-23.01	274	2.48	1.79	52.15	7	seek	squad-162	5	bot-1592	bot-1593	54.22	w	0	0	24	0	7	35
2923847	bot-1596	alpha	A00r-4410	state	71.08	-20.36	272	0.00	0.00		0		squad-162	2	bot-1592	bot-1593	39.09	y	0	23	120	0	7	35
2923847	bot-1603	bravo	U35r-2410	tick	-75.98	-5.75	179	3.57	3.72	6.87	2	pursue	squad-164	0	bot-1603	bot-1582	14.19	y	0	12	100	0	20	101
2923874	bot-1595	alpha	S00r-0310	ammo	79.07	-21.76	310	2.32	1.18	44.73	6	seek	squad-162	1	bot-1592	bot-1593	47.42	w	0	0	4	0	30	120
2923900	bot-1596	alpha	F00r-4410	state	71.10	-20.34	272	0.31	0.03		0		squad-162	2	bot-1592	bot-1593	39.27	y	0	23	120	0	7	35
2923900	bot-1596	alpha	F00r-3410	ammo	71.10	-20.34	272	0.14	0.00		0		squad-162	2	bot-1592	bot-1593	39.43	y	0	22	120	0	7	35
2923900	bot-1599	alpha	S00r-4410	tick	73.34	-22.50	286	2.25	1.93	42.21	7	seek	squad-162	4	bot-1592			-	0	23	120	0	20	101
2923942	bot-1571	bravo	S00r-2420	tick	-23.50	-10.48	230	2.53	2.42	45.11	5	seek	squad-132	1	bot-1412			-	0	13	99	0	20	101
2923942	bot-1593	bravo	E35r-0029	score+health	31.60	-19.07	92	3.65	0.48	1.09	1	flee	squad-161	1	bot-1585	bot-1596	39.43	y	0	0	3	0	30	120
2923942	bot-1604	alpha	P00r-4410	tick	143.34	7.22	335	2.89	2.63		6	patrol	squad-163	0	bot-1604			-	0	30	120	0	7	35
2923942	bot-1605	alpha	P00r-4410	tick	143.49	0.75	1	2.57	2.46	3.58	1	squad	squad-163	1	bot-1604			-	0	30	120	0	20	101
2923942	bot-1608	bravo	G35r-2322	tick	-66.90	0.75	251	0.00	1.43		0		squad-164	1	bot-1603			-	0	13	120	0	7	35
2923962	bot-1586	bravo	M35m-33D0	score	29.71	-11.65	162	5.69	0.54	7.31	2	medic	squad-161	3	bot-1585	bot-1598	50.40	r	0	13	101	0	7	35
2923962	bot-1596	alpha	A00r-3410	state	71.10	-20.34	272	0.14	0.01		0		squad-162	2	bot-1592	bot-1593	39.43	y	0	22	120	0	7	35
2923962	bot-1608	bravo	A35r-2320	state+latches	-66.90	0.75	251	0.00	0.00		0		squad-164	1	bot-1603			-	0	13	120	0	7	35
2923962	bot-1616	alpha	S32r-4410	state+latches	-95.72	24.75	182	0.34	0.03		0		squad-1	5	bot-744			-	0	30	120	0	7	35
2924011	bot-1066	alpha	G32r-2422	tick	-80.75	30.25	160	0.00	2.24		0		squad-1	1	bot-744			-	0	12	120	0	7	35
2924011	bot-1412	bravo	P00r-4320	tick	-146.06	-12.58	193	2.23	2.38		5	patrol	squad-132	0	bot-1412			-	0	24	80	0	7	35
2924011	bot-1568	bravo	P00m-4410	tick	30.46	29.45	90	0.12	0.16	181.41	28	squad	squad-132	4	bot-1412			-	0	20	101	0	7	35
2924031	bot-1596	alpha	F00r-3410	state	71.11	-20.34	272	0.12	0.01		0		squad-162	2	bot-1592	bot-1593	39.61	y	0	22	120	0	7	35
2924031	bot-1596	alpha	P00r-3410	state	71.11	-20.34	272	0.00	0.00		0		squad-162	2	bot-1592		39.61	y	0	21	120	0	7	35
2924031	bot-1593	bravo	D00r--000	state+tier+score+ammo+packs+latches	31.37	-19.22	92	0.00	0.28	0.82	1	flee	squad-161	1	bot-1585	bot-1596	39.61	y	0	0	3	0	30	120
2924074	bot-1578	alpha	D00r--000	tick	2.28	-1.29	289	0.00	0.00	3.76	0		squad-149	-1	bot-1582			-	0	30	120	0	7	35
2924117	bot-1109	alpha	G32r-4322	tick	-82.75	29.25	136	0.00	1.41		0		squad-1	2	bot-744			-	0	30	99	0	20	101
2924117	bot-1582	alpha	S00r-4320	tick	-75.18	-17.82	17	0.84	1.76	21.55	4	seek	squad-149	0	bot-1582			-	0	23	120	0	7	35
2924117	bot-1586	bravo	S37m-33D0	state+score	29.85	-12.29	169	5.92	0.65	7.08	1	medic	squad-161	2	bot-1585	bot-1598	50.50	r	0	13	101	0	7	35
2924117	bot-1596	alpha	S00r-3410	state	71.11	-20.34	272	0.13	0.00		0		squad-162	2	bot-1592		39.79	y	0	21	120	0	7	35
2924117	bot-1608	bravo	A34r-2320	score	-66.90	0.75	206	0.00	0.00		0		squad-164	1	bot-1603	bot-1582	21.52	y	0	13	120	0	7	35
2924172	bot-1603	bravo	U34r-2410	score	-76.42	-6.65	173	3.93	1.01	0.78	1	pursue	squad-164	0	bot-1603	bot-1582	13.39	y	0	12	100	0	20	101
2924202	bot-1453	alpha	S00r-4420	tick	-67.13	29.05	183	2.56	2.46	36.36	7	seek	squad-1	4	bot-744			-	0	30	120	0	20	101
2924246	bot-744	alpha	G32r-4422	tick	-98.07	24.04	120	0.00	1.10		0		squad-1	0	bot-744			-	0	30	120	0	7	35
2924246	bot-1599	alpha	A00r-4410	state	72.75	-22.12	291	2.45	0.70	41.60	7	seek	squad-162	4	bot-1592			-	0	23	120	0	20	101
2924286	bot-1238	alpha	S00r-4320	tick	-67.11	25.92	153	2.18	2.42	29.47	6	seek	squad-1	3	bot-744			-	0	30	5	0	7	35
2924286	bot-1608	bravo	F34r-2320	state	-66.90	0.75	204	0.00	0.00		0		squad-164	1	bot-1603	bot-1582	21.45	y	0	13	120	0	7	35
2924319	bot-1507	alpha	G35m-33D2	score	-96.16	-37.19	355	0.57	0.38		0		squad-149	1	bot-1582			-	0	14	67	0	6	35
2924319	bot-1582	alpha	S00r-4220	health	-75.00	-17.62	17	1.43	0.27		0		squad-149	0	bot-1582			-	0	23	120	0	7	35
2924319	bot-1595	alpha	A00r-0310	state	78.23	-21.45	290	2.05	0.89	45.23	6	seek	squad-162	1	bot-1592			-	0	0	4	0	30	120
2924319	bot-1599	alpha	A00r-441G	latches	72.76	-22.04	283	0.70	0.08		0		squad-162	4	bot-1592	bot-1586	43.60	w	0	23	120	0	20	101
2924319	bot-1603	bravo	U33r-2410	score	-76.29	-7.09	173	0.00	0.46		0		squad-164	0	bot-1603	bot-1582	12.75	y	0	12	100	0	20	101
2924383	bot-1516	alpha	M35m-43C0	score	-97.08	-37.15	245	0.95	0.12	1.14	1	medic	squad-149	2	bot-1582			-	0	19	85	0	7	35
2924383	bot-1582	alpha	E00r-4220	state	-75.00	-17.62	17	1.43	0.00		0		squad-149	0	bot-1582			-	0	23	120	0	7	35
2924383	bot-1592	alpha	A00m-3320	state	76.64	-22.00	274	2.77	1.93	45.01	6	seek	squad-162	0	bot-1592			-	0	12	101	0	7	35
2924383	bot-1594	alpha	A00r-4410	state+ammo	84.63	-22.82	272	2.76	1.19	52.90	7	seek	squad-162	5	bot-1592			-	0	1	23	0	7	35
2924383	bot-1608	bravo	A33r-2320	state+score	-66.90	0.75	204	0.00	0.00		0		squad-164	1	bot-1603	bot-1582	21.35	y	0	12	120	0	7	35
2924383	bot-1616	alpha	C32r-4410	state	-95.29	24.23	141	2.16	0.68	39.13	5	seek	squad-1	5	bot-744			-	0	30	120	0	7	35
2924414	bot-781	bravo	P00r-4420	tick	130.96	40.38	307	2.43	2.41	5.27	1	squad	squad-83	6	bot-808			-	0	27	120	0	20	101
2924414	bot-1069	bravo	P00r-4420	tick	132.29	40.84	308	2.43	2.41	4.13	1	squad	squad-83	7	bot-808			-	0	1	17	0	20	101
2924414	bot-1079	bravo	P00r-4320	tick	116.74	43.00	227	1.99	2.04	3.36	1	squad	squad-83	1	bot-808			-	0	20	66	0	20	66
2924414	bot-1123	bravo	P00r-4320	tick	133.03	42.12	294	2.45	2.37	21.49	3	squad	squad-83	8	bot-808			-	0	1	28	0	18	101
2924414	bot-1309	bravo	P00r-0420	tick	127.45	44.63	228	2.45	2.35	7.55	1	squad	squad-83	4	bot-808			-	0	0	0	0	0	0
2924414	bot-1440	bravo	P00r-4420	tick	131.24	43.68	281	2.49	2.50	8.15	2	squad	squad-83	5	bot-808			-	0	27	120	0	7	35
2924414	bot-1595	alpha	A00r-031G	latches	78.23	-21.47	281	0.01	0.02		0		squad-162	1	bot-1592	bot-1586	48.73	w	0	0	4	0	30	120
2924414	bot-1617	bravo	P00r-4410	tick	-2.45	7.54	192	1.89	2.09	7.29	1	squad	squad-161	1	bot-1585			-	0	1	4	0	30	120
2924433	bot-1516	alpha	M34m-43C0	score	-97.13	-37.17	243	1.18	0.05	1.10	1	medic	squad-149	2	bot-1582			-	0	19	85	0	7	35
2924433	bot-1582	alpha	E00r-4229	latches	-75.44	-17.91	17	5.26	0.53	5.16	1	flee	squad-149	0	bot-1582			-	0	23	120	0	7	35
2924433	bot-1592	alpha	A00m-332G	latches	76.61	-22.00	282	0.04	0.03		0		squad-162	0	bot-1592	bot-1586	47.22	w	0	12	101	0	7	35
2924433	bot-1594	alpha	A00r-441G	latches	84.57	-22.87	281	0.31	0.07		0		squad-162	5	bot-1592	bot-1586	55.20	w	0	1	23	0	7	35
2924433	bot-1608	bravo	F33r-2320	state	-66.90	0.75	204	0.00	0.00		0		squad-164	1	bot-1603	bot-1582	21.53	y	0	12	120	0	7	35
2924433	bot-1616	alpha	G32r-4412	state+latches	-95.44	24.47	162	3.47	0.28	0.42	1	cover	squad-1	5	bot-744			-	0	30	120	0	7	35
2924454	bot-1507	alpha	G34m-33D2	score	-96.20	-37.23	344	0.51	0.05		0		squad-149	1	bot-1582			-	0	14	67	0	6	35
2924454	bot-1582	alpha	E00r-4129	health	-75.53	-17.97	17	5.26	0.11	5.05	1	flee	squad-149	0	bot-1582			-	0	23	120	0	7	35
2924454	bot-1595	alpha	A00r-431G	ammo	78.23	-21.47	281	0.11	0.00		0		squad-162	1	bot-1592	bot-1586	48.66	w	0	30	120	0	30	120
2924478	bot-1597	alpha	S00m-4420	tick	73.01	-20.53	270	2.46	2.26	38.76	5	seek	squad-162	6	bot-1592			-	0	17	101	0	7	35
2924478	bot-1608	bravo	A33r-2320	state	-66.90	0.75	205	0.00	0.00		0		squad-164	1	bot-1603	bot-1582	21.74	y	0	11	120	0	7	35
2924520	bot-1206	bravo	P00r-3320	tick	119.75	43.58	251	2.43	2.40	4.40	1	squad	squad-83	2	bot-808			-	0	18	75	0	7	35
2924520	bot-1218	bravo	P00r-3420	tick	123.04	44.30	269	2.30	2.35	5.50	1	squad	squad-83	3	bot-808			-	0	20	120	0	7	35
2924520	bot-1517	bravo	P00r-4420	tick	132.91	38.90	304	2.45	2.04	22.30	3	squad	squad-83	9	bot-808			-	0	1	22	0	17	101
2924520	bot-1587	bravo	P00r-4410	tick	29.88	29.63	76	0.39	0.07	181.13	28	squad	squad-132	3	bot-1412			-	0	28	120	0	20	101
2924520	bot-1599	alpha	S00r-4410	state+latches	72.77	-21.95	283	0.44	0.09		0		squad-162	4	bot-1592	bot-1586	43.41	w	0	23	120	0	20	101
2924520	bot-1612	alpha	P00r-4410	tick	143.36	-0.36	358	2.42	2.27	3.99	1	squad	squad-163	2	bot-1604			-	0	1	4	0	30	120
2924520	bot-1615	bravo	P00r-4410	tick	-142.94	7.82	0	0.18	0.05		0		squad-132	6	bot-1412			-	0	1	30	0	20	101
2924551	bot-1608	bravo	F33r-2320	state	-66.90	0.75	205	0.00	0.00		0		squad-164	1	bot-1603	bot-1582	21.90	y	0	11	120	0	7	35
